2.246675,0.967234,2.166602,0.979110,1.568223,0.535119,1.295232,0.214522,0.809028,0.417924,0.286217,0.036309,
2.072301,0.755243,3.945332,1.549229,1.459617,1.391480,2.565013,0.418267,1.538948,0.921586,0.232342,0.101452,
2.784048,2.516412,5.750318,0.303615,-0.101364,0.982147,0.626921,0.347998,1.651114,1.495238,0.156987,0.253621,
3.496106,1.855920,5.692545,0.590572,0.266390,1.093510,0.483593,0.574195,1.547506,1.442970,0.212601,0.184867,
2.820463,2.211555,4.713521,0.562132,-0.330872,2.463516,0.944829,0.082942,1.723859,1.172726,0.309280,0.190088,
2.522332,1.875375,4.331300,0.882706,0.492512,2.773414,1.235093,0.553310,1.385254,1.159294,0.118623,0.121502,
2.991298,1.319430,3.787879,1.509961,-0.058714,3.469640,1.957152,0.612764,1.615146,0.367189,0.097427,0.153606,
2.685236,1.650047,2.899231,1.755916,0.582313,2.305984,1.832114,0.641663,1.036118,0.436691,0.010753,0.054025,
3.006613,1.806427,1.961679,1.043911,1.566395,3.336154,2.520685,0.871301,0.331459,-0.000929,0.063122,0.090563,
3.349195,2.074011,1.373195,0.719300,2.039760,3.547763,2.956830,1.168416,-0.141559,-0.013444,0.169375,0.131863,
3.545392,1.988788,1.160630,0.706388,1.896326,3.531255,3.176167,1.089535,-0.264546,0.109358,0.099448,0.122527,
3.727164,2.099142,1.023874,0.128696,2.455532,3.654079,2.719906,2.059158,0.033470,-0.190950,-0.075019,0.075641,
4.144603,2.305422,0.960282,-0.464782,2.032365,3.445811,2.536654,2.282281,0.138267,-0.177959,-0.118496,0.015423,
4.773028,3.029358,1.262741,-0.970687,1.318628,2.748418,2.347367,2.488898,0.371497,0.063287,-0.193407,-0.072779,
4.715461,2.808933,1.367792,0.417643,2.000482,2.303764,1.040834,1.248937,0.924881,0.477504,0.448886,0.112046,
3.071655,2.158133,1.280069,0.876270,1.169468,1.527023,1.292425,0.710405,0.355737,0.294490,0.193490,-0.008551,
3.543231,2.702888,1.628467,0.920978,0.740238,0.637420,0.438448,0.187024,0.266830,0.466440,0.384873,0.016827,
3.902154,3.211970,2.247407,1.521672,1.132120,0.220691,-0.488007,-0.570775,-0.198994,0.257161,0.358794,0.063045,
4.093617,3.352433,2.749649,2.309611,1.773320,0.314454,-0.671596,-0.541620,-0.233852,0.066359,0.096855,0.002869,
5.311943,3.406103,2.563302,2.733237,2.577105,0.567236,-1.630550,-0.900253,-0.117440,-0.434897,-0.014847,-0.020168,
5.067989,3.386131,2.799704,3.465612,2.791110,0.151151,-1.482362,-0.700544,0.279741,-0.142892,-0.231656,-0.094813,
3.924073,3.223342,2.883672,2.880830,2.386478,0.904236,-0.301775,-0.330845,-0.125130,-0.108981,-0.030135,-0.060395,
3.781439,3.235265,3.036328,3.028491,2.512220,1.045490,-0.098134,-0.130646,-0.026853,-0.141109,-0.064617,-0.077168,
3.299659,2.917216,2.711825,2.513722,2.119384,1.440983,0.827734,0.439883,0.155720,0.019954,-0.049109,-0.035926,
3.096029,2.691448,2.419802,2.129995,1.820078,1.321008,0.822016,0.388749,0.085195,-0.009989,-0.036517,-0.042336,
3.706234,3.301285,3.224367,3.027284,2.607131,1.793972,0.837451,0.354721,0.204207,0.019718,-0.023402,-0.037794,
4.461401,3.489561,3.815230,4.002062,3.873183,1.927035,0.379404,-0.096157,0.082647,0.023417,0.019249,-0.078252,
3.322995,2.875728,2.682164,2.508136,1.923628,1.184814,0.565375,0.340186,0.204475,-0.015947,0.066522,-0.030843,
3.081097,2.590075,2.378630,2.058129,1.623616,1.183121,0.587151,0.341322,0.289093,0.085008,-0.011848,-0.042844,
3.464199,2.902208,2.794293,2.467952,1.536817,1.331187,0.504804,-0.229462,0.014819,-0.171142,-0.025733,-0.065427,
3.634535,2.885575,3.192395,2.404897,2.249667,0.795420,0.737700,-0.174062,-0.324252,-0.144966,0.084350,-0.047142,
2.943668,2.387361,3.616469,2.716458,1.953801,1.323168,0.906711,-0.315356,0.427071,-0.296847,-0.005817,-0.046874,
2.695026,2.016192,2.807048,2.327743,2.397330,0.563845,0.923368,0.523272,0.070320,-0.076773,-0.105684,-0.051810,
2.539382,1.377906,2.897735,1.753246,2.671588,1.568269,0.616585,0.657504,0.085732,0.030226,0.200427,-0.034089,
2.527680,1.401229,2.393012,1.621209,2.040965,1.845424,1.069753,0.219622,0.211873,-0.207183,-0.048689,-0.033626,
2.147162,0.905523,2.046595,1.652701,1.858286,0.465382,0.372308,0.812400,0.618853,0.031480,0.227381,-0.107759,
2.023521,0.760808,2.436268,1.298005,1.836958,0.719355,1.268133,0.171011,0.624397,0.056532,0.194766,-0.069307,
1.916496,0.114192,1.596969,0.590094,1.602388,0.089887,0.629297,0.402396,0.327935,0.080240,0.196798,-0.116180,
1.524399,0.113770,1.867820,0.400888,1.092415,0.780916,0.493546,0.200128,0.310013,0.119426,-0.138003,-0.114539,
1.730388,-0.488829,0.940587,-0.012152,0.148107,-0.454791,1.085680,-0.376067,0.500147,-0.414752,-0.110016,0.067530,
